timestamp,date_GMT,status,attendance,home_team_name,away_team_name,home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_goal_timings,away_team_goal_timings,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,average_goals_per_match_pre_match,btts_percentage_pre_match,over_15_percentage_pre_match,over_25_percentage_pre_match,over_35_percentage_pre_match,over_45_percentage_pre_match,over_15_HT_FHG_percentage_pre_match,over_05_HT_FHG_percentage_pre_match,average_corners_per_match_pre_match,average_cards_per_match_pre_match,odds_ft_home_team_win,odds_ft_draw,odds_ft_away_team_win,odds_ft_over15,odds_ft_over25,odds_ft_over35,odds_ft_over45,odds_btts_yes,odds_btts_no,stadium_name
1506175200,Sep 23 2017 - 2:00pm,complete,20372,Swansea City,Watford,1.11,0.74,1,2,3,1,0,1,"56","13,90",5,4,1,0,3,0,7,7,3,3,4,4,8,17,48,52,2.40,35,66,42,24,11,24,71,9.58,2.63,2.3,3.33,3.38,0,0,0,0,0,0,Liberty Stadium (Swansea)
1506184200,Sep 23 2017 - 4:30pm,complete,32004,Leicester City,Liverpool,1.42,1.68,2,3,5,3,1,2,"45'3,69","15,23,68",3,6,3,0,3,0,7,11,4,4,3,7,12,13,48,52,3.00,56,87,58,32,21,42,87,10.94,2.84,4.16,3.8,1.9,0,0,0,0,0,0,King Power Stadium (Leicester- Leicestershire)
1506265200,Sep 24 2017 - 3:00pm,complete,30468,Brighton & Hove Albion,Newcastle United,1.53,0.84,1,0,1,0,0,0,"51","",2,8,2,0,1,0,5,12,4,6,1,6,6,8,51,49,2.56,56,66,45,37,11,32,58,9.16,3.58,2.6,3.16,3.04,0,0,0,0,0,0,The American Express Community Stadium (Falmer- East Sussex)
1506366000,Sep 25 2017 - 7:00pm,complete,59134,Arsenal,West Bromwich Albion,2.47,0.68,2,0,2,1,1,0,"20,67","",7,4,1,0,4,0,13,7,4,3,9,4,7,16,57,43,2.92,42,77,56,32,21,26,69,10.90,3.53,1.32,5.68,9.99,0,0,0,0,0,0,Emirates Stadium (London)
1506771000,Sep 30 2017 - 11:30am,complete,24169,Huddersfield Town,Tottenham Hotspur,1.21,1.79,0,4,4,3,0,3,"","9,16,23,90'1",4,7,1,0,1,0,4,10,2,4,2,6,6,4,41,59,2.50,45,74,45,27,14,42,68,10.79,3.32,8.11,5,1.41,0,0,0,0,0,0,The John Smith's Stadium (Huddersfield- West Yorkshire)
1506780000,Sep 30 2017 - 2:00pm,complete,10444,AFC Bournemouth,Leicester City,1.37,1.05,0,0,0,0,0,0,"","",7,5,1,0,0,0,17,6,8,3,9,3,6,10,57,43,3.29,69,87,68,37,24,48,69,10.84,3.63,2.82,3.45,2.59,0,0,0,0,0,0,Vitality Stadium (Bournemouth- Dorset)
1506780000,Sep 30 2017 - 2:00pm,complete,75118,Manchester United,Crystal Palace,2.47,0.95,4,0,4,2,2,0,"3,35,49,86","",6,5,0,0,0,0,10,6,5,2,5,4,6,9,54,46,2.40,37,66,50,26,8,34,61,11.69,3.27,1.19,7.38,9.99,0,0,0,0,0,0,Old Trafford (Manchester)
1506780000,Sep 30 2017 - 2:00pm,complete,29285,Stoke City,Southampton,1.05,0.89,2,1,3,1,1,0,"40,85","75",5,6,1,0,2,0,5,11,3,5,2,6,11,9,43,57,2.55,56,76,55,21,8,35,66,9.58,3.68,2.86,3.21,2.71,0,0,0,0,0,0,Bet365 Stadium (Stoke-on-Trent- Staffordshire)
1506780000,Sep 30 2017 - 2:00pm,complete,24606,West Bromwich Albion,Watford,0.95,0.74,2,2,4,3,2,1,"18,21","37,90'5",7,6,3,0,0,0,6,8,3,3,3,5,12,11,36,64,2.63,48,74,50,32,16,29,66,9.90,3.21,2.26,3.19,3.64,0,0,0,0,0,0,The Hawthorns (West Bromwich)
1506780000,Sep 30 2017 - 2:00pm,complete,56922,West Ham United,Swansea City,1.42,0.63,1,0,1,0,0,0,"90","",2,1,3,0,2,0,7,5,5,2,2,3,15,13,41,59,2.45,48,74,42,24,19,34,63,7.78,3.37,1.96,3.49,4.29,0,0,0,0,0,0,London Stadium (London)
1506789000,Sep 30 2017 - 4:30pm,complete,41530,Chelsea,Manchester City,1.95,2.63,0,1,1,0,0,0,"","67",4,8,0,0,2,0,6,13,4,6,2,7,8,13,40,60,2.74,42,71,50,32,19,45,69,15.47,3.21,2.75,3.53,2.61,0,0,0,0,0,0,Stamford Bridge (London)
1506855600,Oct 1 2017 - 11:00am,complete,59378,Arsenal,Brighton & Hove Albion,2.47,0.58,2,0,2,1,1,0,"16,56","",6,5,0,0,2,0,18,7,12,2,6,5,7,8,60,40,2.97,37,85,53,35,24,37,74,10.79,2.42,1.23,6.76,9.99,0,0,0,0,0,0,Emirates Stadium (London)
